region,ip,prefixlength,org
afrinic,41.74.0.0,20,n/a
afrinic,41.79.216.0,22,n/a
afrinic,41.85.160.0,19,n/a
afrinic,41.86.224.0,19,n/a
afrinic,41.138.88.0,22,n/a
afrinic,41.191.84.0,22,n/a
afrinic,41.216.32.0,19,n/a
afrinic,41.222.192.0,22,n/a
afrinic,41.223.248.0,22,n/a
afrinic,45.221.224.0,19,n/a
afrinic,81.91.224.0,20,n/a
afrinic,102.38.128.0,19,n/a
afrinic,102.213.224.0,22,n/a
afrinic,102.214.143.0,24,n/a
afrinic,102.214.247.0,24,n/a
afrinic,102.215.88.0,22,n/a
afrinic,102.215.93.0,24,n/a
afrinic,102.215.124.0,22,n/a
afrinic,102.215.136.0,22,n/a
afrinic,102.216.164.0,22,n/a
afrinic,102.222.216.0,22,n/a
afrinic,137.255.0.0,16,n/a
afrinic,154.65.28.0,22,n/a
afrinic,154.66.128.0,20,n/a
afrinic,154.127.32.0,20,n/a
afrinic,156.0.212.0,22,n/a
afrinic,160.119.144.0,22,n/a
afrinic,164.160.140.0,22,n/a
afrinic,196.251.152.0,22,n/a
afrinic,197.234.216.0,21,n/a
